DateTime,latitude,longitude,measuring,raw measuring,Hour,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag
2022-11-28 08:30:00,-28.456899,-48.972999,2.22875,2.3175,8,2000.0,0.0,0.19875000000000004,200.0,-200.0,0.0875,3.42,-1.505,1.3499999999999996,4,0.14144345159815636,100.0,VALID
2022-11-28 09:30:00,-28.456899,-48.972999,2.35875,2.02,9,2000.0,0.0,-0.020000000000000018,200.0,-200.0,0.05500000000000001,5.3825,-1.505,1.3499999999999996,4,0.06342646661029337,100.0,VALID
2022-11-28 10:30:00,-28.456899,-48.972999,1.8875,2.1275,10,2000.0,0.0,-0.006250000000000089,200.0,-200.0,0.065,5.2875000000000005,-1.505,1.3499999999999996,4,0.3353232271505609,100.0,VALID
2022-11-28 11:30:00,-28.456899,-48.972999,2.31,1.73,11,2000.0,0.0,-0.24249999999999994,200.0,-200.0,0.030000000000000002,5.1875,-1.505,1.3499999999999996,4,0.7631841193316328,100.0,VALID
2022-11-28 12:30:00,-28.456899,-48.972999,0.9475,1.0925,12,2000.0,0.0,-0.07,200.0,-200.0,0.115,3.8875,-1.505,1.3499999999999996,4,0.05315072906367323,100.0,VALID
2022-11-28 13:30:00,-28.456899,-48.972999,0.9824999999999999,-2499.2775,13,2000.0,0.0,-0.03125,200.0,-200.0,0.115,5.055,-1.505,1.3499999999999996,4,0.07577378614446212,100.0,VALID
2022-11-28 14:30:00,-28.456899,-48.972999,1.1124999999999998,1.4075,14,2000.0,0.0,0.13999999999999996,200.0,-200.0,0.085,5.0775,-1.505,1.3499999999999996,4,0.2527350391220021,100.0,VALID
2022-11-28 15:30:00,-28.456899,-48.972999,1.0025,0.7675000000000001,15,2000.0,0.0,-0.16374999999999995,200.0,-200.0,0.08,4.87,-1.505,1.3499999999999996,4,0.2174664725116647,100.0,VALID
2022-11-28 16:30:00,-28.456899,-48.972999,0.405,0.56,16,2000.0,0.0,-0.14,200.0,-200.0,0.095,5.272499999999999,-1.505,1.3499999999999996,4,0.21114765765533214,100.0,VALID
2022-11-28 17:30:00,-28.456899,-48.972999,1.7625000000000002,2.2575000000000003,17,2000.0,0.0,0.54625,200.0,-200.0,0.1,5.8275,-1.505,1.3499999999999996,4,0.6369262123668642,100.0,VALID
