,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.365181447674047, 'Std': 6.598723463367258}","{'Mean': -18.30364175442876, 'Std': 7.1027683669412065}","{'Mean': -22.541609707145344, 'Std': 5.152137758587023}","{'Mean': -18.398005272333386, 'Std': 6.733868236720592}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.659141598015637, 'Std': 6.723190392713209}","{'Mean': -18.3042038266191, 'Std': 7.616125522389325}","{'Mean': -21.379874258249483, 'Std': 5.968302743302065}","{'Mean': -18.331526511117424, 'Std': 6.930296995586254}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.381636804626606, 'Std': 6.353410274429201}","{'Mean': -18.082378307604326, 'Std': 7.112374628948481}","{'Mean': -21.98255955347584, 'Std': 5.912569861050615}","{'Mean': -18.598265158005038, 'Std': 6.626326986987676}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.462608586113173, 'Std': 7.062070490078755}","{'Mean': -18.00874522327478, 'Std': 7.231704554272841}","{'Mean': -22.777326919518025, 'Std': 6.050490147283818}","{'Mean': -18.57200791245734, 'Std': 7.071826545434934}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -21.540691569958067, 'Std': 8.06782212686362}","{'Mean': -18.382825965527793, 'Std': 7.016430126877304}","{'Mean': -23.271730540039623, 'Std': 6.015698203416141}","{'Mean': -19.312445110965847, 'Std': 6.5924519150971355}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -21.1841462841774, 'Std': 7.87684847125166}","{'Mean': -18.321786448078065, 'Std': 7.060892223667161}","{'Mean': -23.1431444453078, 'Std': 6.428453106763436}","{'Mean': -19.3579234608046, 'Std': 6.556633652027695}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.108002661645546, 'Std': 7.25356607385445}","{'Mean': -18.466302532740432, 'Std': 7.0003979984328435}","{'Mean': -22.663343814391826, 'Std': 5.586546728084654}","{'Mean': -19.363673491771344, 'Std': 6.568205177971065}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.791376270727177, 'Std': 6.080590283612717}","{'Mean': -18.090606541630798, 'Std': 7.519984435938977}","{'Mean': -22.225356765845387, 'Std': 5.839258890983142}","{'Mean': -19.060625486976786, 'Std': 6.9808266839868445}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -21.102435145410404, 'Std': 5.99518936340473}","{'Mean': -18.401876612236528, 'Std': 7.015823999767419}","{'Mean': -23.30359829925035, 'Std': 5.913533562185315}","{'Mean': -19.357717124124367, 'Std': 6.575684733382228}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.719643834693663, 'Std': 6.6515158481788825}","{'Mean': -18.383748458852065, 'Std': 7.02693350828694}","{'Mean': -22.338774238746446, 'Std': 6.040402373236237}","{'Mean': -19.4452537698405, 'Std': 6.432514714897875}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.09094800169815, 'Std': 6.528989474670709}","{'Mean': -18.05593547510686, 'Std': 7.308313464011921}","{'Mean': -22.777745661245092, 'Std': 6.050342154460021}","{'Mean': -17.822002573440173, 'Std': 7.354940838847578}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -21.707952141973543, 'Std': 6.004397854762446}","{'Mean': -18.28552886716742, 'Std': 7.085775044881654}","{'Mean': -23.271697376657976, 'Std': 6.015715347962524}","{'Mean': -18.457129768650393, 'Std': 6.987352273963462}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -20.921190040789078, 'Std': 7.259039764049806}","{'Mean': -18.128907285570342, 'Std': 7.127407462704544}","{'Mean': -23.174355260399246, 'Std': 6.4409755936250015}","{'Mean': -18.48645662802587, 'Std': 6.965836854899888}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.38626652971832, 'Std': 6.997341806098353}","{'Mean': -18.296136278971613, 'Std': 7.083987993701778}","{'Mean': -22.663343814391826, 'Std': 5.586546728084654}","{'Mean': -18.488853320641695, 'Std': 6.972175253822545}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.179834895082905, 'Std': 6.954411215390174}","{'Mean': -18.28541854367414, 'Std': 7.584590397642483}","{'Mean': -22.225356765845387, 'Std': 5.839258890983142}","{'Mean': -18.36426240175026, 'Std': 7.214576835034975}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.8567002796584, 'Std': 6.6416673789009595}","{'Mean': -18.071248800798024, 'Std': 7.097678824748316}","{'Mean': -23.30359829925035, 'Std': 5.913533562185315}","{'Mean': -18.590218947763756, 'Std': 6.914228203806191}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.036031477891168, 'Std': 6.444748626357713}","{'Mean': -18.329940132911158, 'Std': 7.090074077277866}","{'Mean': -22.338774238746446, 'Std': 6.040402373236237}","{'Mean': -18.410686017387697, 'Std': 6.729984147086328}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -21.488600278242664, 'Std': 6.457077500961987}","{'Mean': -18.429031822610845, 'Std': 7.003173412078228}","{'Mean': -23.150486116681783, 'Std': 5.931907451492491}","{'Mean': -19.350954632341164, 'Std': 6.577129504210667}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -21.090813940391644, 'Std': 7.055950625539965}","{'Mean': -18.324329160612137, 'Std': 7.069326962998221}","{'Mean': -23.150486116681783, 'Std': 5.931907451492491}","{'Mean': -18.495800546215513, 'Std': 6.967276178279677}"
