,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.7991960121123861, 'Std': 1.1329056252577094}","{'Mean': -0.2333990175923736, 'Std': 0.3448660681685843}","{'Mean': -2.1779746597303076, 'Std': 2.9320732665061637}","{'Mean': -0.3768325797030791, 'Std': 0.5827020041825376}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.525289730972612, 'Std': 0.6109549210371678}","{'Mean': -0.26219296834624617, 'Std': 0.34050714962280865}","{'Mean': -1.6448918558927663, 'Std': 2.0669134166404044}","{'Mean': -0.37208311641553626, 'Std': 0.579418864906828}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.6668445142457673, 'Std': 0.8930970636758379}","{'Mean': -0.20067058573520313, 'Std': 0.23708486569748766}","{'Mean': -1.3081471306805728, 'Std': 1.6682160011926062}","{'Mean': -0.3263070300510943, 'Std': 0.5282964455202211}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.8318872085591107, 'Std': 0.9858275727567889}","{'Mean': -0.23427268101343132, 'Std': 0.34931954213253796}","{'Mean': -1.5777987585596027, 'Std': 2.0829380360115044}","{'Mean': -0.39704254436456354, 'Std': 0.5575963755604602}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.7347196325308816, 'Std': 0.7704612658112899}","{'Mean': -0.23592756243516516, 'Std': 0.39999805887073864}","{'Mean': -1.8215565786770818, 'Std': 2.524296302168916}","{'Mean': -0.35365356715680507, 'Std': 0.49853026812263584}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.9265654446839591, 'Std': 0.9229453909893117}","{'Mean': -0.3290111336398639, 'Std': 0.49327992029189094}","{'Mean': -2.02048790951102, 'Std': 2.744851592078474}","{'Mean': -0.5691047942387, 'Std': 0.7490312841356368}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -1.0233303196903571, 'Std': 1.3085181926322615}","{'Mean': -0.3157563929807473, 'Std': 0.4863423483723627}","{'Mean': -2.1537869808991577, 'Std': 3.1010702522071303}","{'Mean': -0.5821360644328906, 'Std': 0.7628585025612415}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.6509815800618671, 'Std': 0.7381366887009291}","{'Mean': -0.3367780803288864, 'Std': 0.47836141977757723}","{'Mean': -1.7627307370399037, 'Std': 2.399631717054486}","{'Mean': -0.5834297317339601, 'Std': 0.7634072396306656}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.8560273637196938, 'Std': 0.8460181610661669}","{'Mean': -0.21044261353518942, 'Std': 0.3538540788058723}","{'Mean': -1.4707651105587256, 'Std': 1.810752836902661}","{'Mean': -0.46211460720718645, 'Std': 0.6093366832624866}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.9979024718474179, 'Std': 1.0705988108525448}","{'Mean': -0.3297436954992313, 'Std': 0.48868271204474634}","{'Mean': -2.105700911995565, 'Std': 2.9932293533585868}","{'Mean': -0.5876319537764336, 'Std': 0.7758535466910811}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -1.001922309885102, 'Std': 1.3077167504971174}","{'Mean': -0.32418712748727946, 'Std': 0.4793394855728907}","{'Mean': -1.8039552534136825, 'Std': 2.4980977988604085}","{'Mean': -0.6065873545677826, 'Std': 0.7741437458104649}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.6847036132737704, 'Std': 0.7369470658723783}","{'Mean': -0.1992345143932817, 'Std': 0.2670308511248988}","{'Mean': -1.8211309614267173, 'Std': 2.523123914634485}","{'Mean': -0.20264100296660298, 'Std': 0.38295902390718983}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -1.1417528424099825, 'Std': 1.1520212630245088}","{'Mean': -0.26734305872518865, 'Std': 0.3646401140751092}","{'Mean': -2.0204783434147098, 'Std': 2.744850818082327}","{'Mean': -0.36836916828261657, 'Std': 0.5692548899643459}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -1.014132217487536, 'Std': 1.3793620926214385}","{'Mean': -0.24100747470462056, 'Std': 0.3555191336805376}","{'Mean': -2.175099700539383, 'Std': 3.141220680709682}","{'Mean': -0.37502066399380773, 'Std': 0.5745258216728744}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.7493926926411334, 'Std': 0.8647090323102464}","{'Mean': -0.2645102552136897, 'Std': 0.3490801407281323}","{'Mean': -1.7627307370399037, 'Std': 2.399631717054486}","{'Mean': -0.3766483016396827, 'Std': 0.5783489576351932}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.7436606640429095, 'Std': 0.9019379332575692}","{'Mean': -0.20132734993368592, 'Std': 0.23697421035019162}","{'Mean': -1.4707651105587256, 'Std': 1.810752836902661}","{'Mean': -0.31498775337087304, 'Std': 0.5020411693038025}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.6144977591319459, 'Std': 0.652739747339856}","{'Mean': -0.23626994746886892, 'Std': 0.3598928255057369}","{'Mean': -2.105700911995565, 'Std': 2.9932293533585868}","{'Mean': -0.3889182919513048, 'Std': 0.5661730453470943}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.7705057621891755, 'Std': 0.9659635481368751}","{'Mean': -0.2690357969702136, 'Std': 0.3506784688903939}","{'Mean': -1.8039552534136825, 'Std': 2.4980977988604085}","{'Mean': -0.3735767794654824, 'Std': 0.5782159912869071}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -1.0675654463837188, 'Std': 1.1340686438102403}","{'Mean': -0.3354971722496893, 'Std': 0.492259470042616}","{'Mean': -2.002929005437572, 'Std': 2.736907183314064}","{'Mean': -0.5796325996738411, 'Std': 0.758984695259851}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.8930715328613481, 'Std': 0.9280819879952645}","{'Mean': -0.27214743800659474, 'Std': 0.36080945056549313}","{'Mean': -2.002929005437572, 'Std': 2.736907183314064}","{'Mean': -0.37753153594641686, 'Std': 0.5776650745849418}"
