,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.846766764466633, 'Std': 2.58866232377608}","{'Mean': -10.706017968041312, 'Std': 3.194979364712894}","{'Mean': -9.660327272727272, 'Std': 2.2379063340992356}","{'Mean': -9.430670668492194, 'Std': 1.8558786665594635}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.286330521596065, 'Std': 2.3631820055318147}","{'Mean': -10.217043892221986, 'Std': 2.089119949137792}","{'Mean': -10.060756643356644, 'Std': 2.571393364625088}","{'Mean': -9.33956824894003, 'Std': 1.8331694261171472}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.648442596624715, 'Std': 2.2229646350580237}","{'Mean': -9.31285208866817, 'Std': 1.9743411507988622}","{'Mean': -10.31443916083916, 'Std': 1.9253743077586916}","{'Mean': -8.759019442912525, 'Std': 2.3142981926470347}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -11.484466836341204, 'Std': 2.625819854507996}","{'Mean': -9.803844959602703, 'Std': 1.9864457603284775}","{'Mean': -10.559741258741258, 'Std': 1.9988420788982788}","{'Mean': -9.396798541024085, 'Std': 2.553228729759866}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -11.06848329408901, 'Std': 2.8623482334520562}","{'Mean': -9.558973078926039, 'Std': 2.136576110668086}","{'Mean': -10.842830769230769, 'Std': 2.10752891920986}","{'Mean': -9.325111354654052, 'Std': 2.593624522380196}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.30468884517473, 'Std': 1.9395261038649185}","{'Mean': -9.90594941791051, 'Std': 2.080727691041164}","{'Mean': -10.409548251748252, 'Std': 1.1949132595282679}","{'Mean': -9.416324911570332, 'Std': 2.5662385753521724}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -11.252690234195402, 'Std': 1.565924695802084}","{'Mean': -9.79181626399231, 'Std': 2.6008327789482046}","{'Mean': -10.157625174825174, 'Std': 1.5686951881583828}","{'Mean': -9.424124705235025, 'Std': 2.5354287640999456}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -11.200457482056244, 'Std': 1.4347399050844054}","{'Mean': -9.809402879302715, 'Std': 1.9360987760610058}","{'Mean': -10.887001398601397, 'Std': 2.0555652148435812}","{'Mean': -9.441118437072202, 'Std': 2.5882797562944067}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.579838536448715, 'Std': 3.08214293135363}","{'Mean': -9.758602899190434, 'Std': 2.001490779668286}","{'Mean': -9.971914685314687, 'Std': 2.4341832742250524}","{'Mean': -9.502815513663325, 'Std': 2.700624761651566}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.492042963133787, 'Std': 1.5139437071972464}","{'Mean': -10.302789072769416, 'Std': 2.723307176014186}","{'Mean': -10.373034965034964, 'Std': 1.8537608493377022}","{'Mean': -8.348101388829855, 'Std': 2.2646547073506866}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -11.571405576508473, 'Std': 1.9685000052189474}","{'Mean': -10.479294838830976, 'Std': 2.5087630791781597}","{'Mean': -10.559190209790211, 'Std': 1.9991537091302478}","{'Mean': -9.042834523005926, 'Std': 2.2243609513502163}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.699641574394782, 'Std': 2.4445590783628015}","{'Mean': -10.191666268973993, 'Std': 2.205041146997736}","{'Mean': -10.868342657342657, 'Std': 2.12858437914091}","{'Mean': -8.996801436121299, 'Std': 2.263054326913122}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.585657874790678, 'Std': 1.6610211837701636}","{'Mean': -10.501777080938396, 'Std': 2.443162216633112}","{'Mean': -10.409548251748252, 'Std': 1.1949132595282679}","{'Mean': -9.055005533624167, 'Std': 2.2304833613089254}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -11.064536588575468, 'Std': 1.9323922917923582}","{'Mean': -10.692806036323912, 'Std': 3.1451310809397084}","{'Mean': -10.157625174825174, 'Std': 1.5686951881583828}","{'Mean': -9.470937273521464, 'Std': 1.9909737813613928}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.661197105700088, 'Std': 1.6256234530190306}","{'Mean': -10.215810517465176, 'Std': 2.0460359141538267}","{'Mean': -10.887001398601397, 'Std': 2.0555652148435812}","{'Mean': -9.296635701252297, 'Std': 2.0018483751663427}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.215360483915012, 'Std': 2.655682296445463}","{'Mean': -10.520066233616827, 'Std': 2.529982807587292}","{'Mean': -9.971914685314687, 'Std': 2.4341832742250524}","{'Mean': -9.034682723366915, 'Std': 2.0241533729953227}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -11.877274275305465, 'Std': 2.200475456823903}","{'Mean': -9.85028189137499, 'Std': 1.977040020080615}","{'Mean': -10.507693706293706, 'Std': 1.9879215061134057}","{'Mean': -9.40922853186925, 'Std': 2.563579535111338}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -11.140086945168818, 'Std': 2.1680422320983714}","{'Mean': -10.519258562535471, 'Std': 2.4850840872293323}","{'Mean': -10.507693706293706, 'Std': 1.9879215061134057}","{'Mean': -9.088188105836378, 'Std': 2.196910701535399}"
